UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
112529980,57130,2021-03-04 14:38:05,2021-03-04 14:40:08,Poza stacj¹,Poza stacj¹,3
112529670,650062,2021-03-04 14:31:36,2021-03-04 14:40:32,Legnicka / M³odych Techników,Legnicka (Park Magnolia),9
112529413,650693,2021-03-04 14:25:27,2021-03-04 14:40:51,Plac Jana Paw³a II (Akademia Muzyczna),Jagie³³y / Dmowskiego ,16
112529498,57273,2021-03-04 14:27:26,2021-03-04 14:40:51,Miñska / Stanis³awowska,Grabiszyñska / Magazynierska (Corte Verona),14
112529499,650098,2021-03-04 14:27:28,2021-03-04 14:41:11,Gliniana / Gajowa,Norwida / Wyspiañskiego (PWr),14
112529630,651370,2021-03-04 14:30:21,2021-03-04 14:41:18,Poza stacj¹,Poza stacj¹,11
112529514,651194,2021-03-04 14:27:54,2021-03-04 14:41:20,Joliot-Curie (Uwr),Koœciuszki / Pu³askiego,14
112529533,650033,2021-03-04 14:28:10,2021-03-04 14:41:26,Joliot-Curie (Uwr),Koœciuszki / Pu³askiego,14
112530072,57997,2021-03-04 14:40:05,2021-03-04 14:41:36,.RELOKACYJNA,Bardzka / Piêkna,2
112529460,57239,2021-03-04 14:26:32,2021-03-04 14:41:57,Zaporoska / Grabiszyñska,Zaporoska / Grabiszyñska,16
112529879,57102,2021-03-04 14:35:55,2021-03-04 14:41:57,¯elazna / Pereca,Aleja Hallera / Mielecka,7
112529364,650950,2021-03-04 14:24:15,2021-03-04 14:42:10,Jagie³³y / Dmowskiego ,Drobnera / Plac Bema,18
112529914,57060,2021-03-04 14:36:47,2021-03-04 14:42:24,Legnicka / Wejherowska,Legnicka / Wejherowska,6
112529877,650431,2021-03-04 14:35:48,2021-03-04 14:42:32,Plac Powstañców Œl¹skich,Zaporoska / Grabiszyñska,7
112529807,57557,2021-03-04 14:34:08,2021-03-04 14:43:25,Kazimierza Wielkiego (Helios),Dworzec G³ówny ,10
112529776,650783,2021-03-04 14:33:33,2021-03-04 14:43:29,Œlê¿na / Aleja Wiœniowa,Zaporoska / Gajowicka,10
112529816,57802,2021-03-04 14:34:27,2021-03-04 14:43:34,Œrubowa / Strzegomska,Otyñska,10
112529238,651066,2021-03-04 14:21:32,2021-03-04 14:43:55,"Dworzec G³ówny, po³udnie",Grabiszyñska / Stalowa,23
112529985,650960,2021-03-04 14:38:12,2021-03-04 14:43:58,Wróblewskiego (Teki),Olszewskiego / Spó³dzielcza,6
112529214,57502,2021-03-04 14:20:53,2021-03-04 14:44:01,"Dworzec G³ówny, po³udnie",Grabiszyñska / Stalowa,24
112529636,57300,2021-03-04 14:30:26,2021-03-04 14:44:07,Borowska (Uniw. Szpital Kliniczny),"Dworzec G³ówny, po³udnie",14
112529586,57925,2021-03-04 14:29:28,2021-03-04 14:44:15,Powstañcow Œl¹skich / Aleja Hallera,Rac³awicka / Rymarska,15
112529911,650444,2021-03-04 14:36:41,2021-03-04 14:44:19,¯migrodzka / Marino,Poza stacj¹,8
112529928,57068,2021-03-04 14:37:03,2021-03-04 14:44:21,¯migrodzka / Marino,Poza stacj¹,8
112529909,57641,2021-03-04 14:36:36,2021-03-04 14:44:51,al. Armii Krajowej / Borowska,Dyrekcyjna / Borowska (Wroclavia),9
112529594,650828,2021-03-04 14:29:39,2021-03-04 14:45:11,Œlê¿na / Skierniewicka,Dworzec G³ówny ,16
112530134,650629,2021-03-04 14:41:26,2021-03-04 14:45:20,Œlê¿na / Kamienna (Uniw. Ekonomiczny),Dyrekcyjna / Borowska (Wroclavia),4
112530030,650216,2021-03-04 14:39:07,2021-03-04 14:45:22,Borowska (Uniw. Szpital Kliniczny),al. Armii Krajowej / Borowska,7
112530007,57980,2021-03-04 14:38:40,2021-03-04 14:45:33,Borowska (Uniw. Szpital Kliniczny),al. Armii Krajowej / Borowska,7
112529933,57482,2021-03-04 14:37:07,2021-03-04 14:45:41,Powstañcow Œl¹skich / Aleja Hallera,Œwidnicka / Pi³sudskiego (Hotel Scandic),9
112529839,650084,2021-03-04 14:34:49,2021-03-04 14:46:16,Plac Legionów,Plac Dominikañski (Galeria Dominikañska),12
112529882,57663,2021-03-04 14:35:57,2021-03-04 14:46:22,Piaskowa / œw. Ducha,Plac Legionów,11
112529876,57585,2021-03-04 14:35:48,2021-03-04 14:46:27,Piaskowa / œw. Ducha,Plac Legionów,11
112530013,650016,2021-03-04 14:38:49,2021-03-04 14:46:28,Rynek,Drobnera / Dubois,8
112528398,650252,2021-03-04 14:03:40,2021-03-04 14:46:34,Plac Koœciuszki (Renoma),Aleja Bielany,43
112529709,650416,2021-03-04 14:32:17,2021-03-04 14:46:55,Fosa Miejska ,Joliot-Curie (Uwr),15
112529827,57989,2021-03-04 14:34:39,2021-03-04 14:46:58,Tarnogajska / Klimasa,Œwieradowska (Ferio Gaj ),13
112529492,650384,2021-03-04 14:27:15,2021-03-04 14:47:14,Poniatowskiego / Oleœnicka,Œrubowa / Strzegomska,20
112529919,57271,2021-03-04 14:36:54,2021-03-04 14:47:31,Szczêœliwa (Sky Tower),Powstañców Œl¹skich/Orla,11
112530011,650064,2021-03-04 14:38:43,2021-03-04 14:47:55,Œlê¿na / Skierniewicka,Zwyciêska / O³taszyñska,10
112529703,650166,2021-03-04 14:32:12,2021-03-04 14:48:07,Krakowska / Leroy Merlin,Œwieradowska / Krynicka,16
112530228,651076,2021-03-04 14:43:23,2021-03-04 14:48:32,Plac Legionów,Pereca / Grabiszyñska,6
112530342,57489,2021-03-04 14:45:53,2021-03-04 14:48:40,Nowowiejska / Wyszyñskiego,Nowowiejska / Górnickiego,3
112529723,650798,2021-03-04 14:32:35,2021-03-04 14:48:42,Poza stacj¹,Krakowska / Leroy Merlin,17
112526342,57366,2021-03-04 13:11:50,2021-03-04 14:48:50,Drobnera / Plac Bema,Szewska / Kazimierza Wielkiego ,97
112526312,57303,2021-03-04 13:10:45,2021-03-04 14:48:56,Drobnera / Plac Bema,Szewska / Kazimierza Wielkiego ,99
112530201,57818,2021-03-04 14:42:51,2021-03-04 14:49:09,Fosa Miejska ,Dworzec G³ówny ,7
112529614,57763,2021-03-04 14:30:03,2021-03-04 14:49:30,al. Karkonoska / JeŸdziecka,al. Karkonoska / JeŸdziecka,20
112529606,57479,2021-03-04 14:29:53,2021-03-04 14:49:31,al. Karkonoska / JeŸdziecka,al. Karkonoska / JeŸdziecka,20
112527808,650593,2021-03-04 13:49:13,2021-03-04 14:49:38,Wita Stwosza / Szewska,Poza stacj¹,61
112530362,57296,2021-03-04 14:46:23,2021-03-04 14:49:46,Plac Grunwaldzki / Polaka,Rondo Reagana,4
112530118,651093,2021-03-04 14:41:09,2021-03-04 14:49:53,Aleja Hallera / Mielecka,Szczêœliwa (Sky Tower),9
112530436,650109,2021-03-04 14:47:51,2021-03-04 14:49:54,Zaporoska / Gajowicka,Zaporoska / Gajowicka,3
112525292,57655,2021-03-04 12:43:14,2021-03-04 14:50:00,Fosa Miejska ,Fosa Miejska ,127
112530147,650437,2021-03-04 14:41:42,2021-03-04 14:50:00,Plac Legionów,Plac Legionów,9
112530180,651285,2021-03-04 14:42:22,2021-03-04 14:50:16,Fosa Miejska ,Fosa Miejska ,8
112530193,57612,2021-03-04 14:42:41,2021-03-04 14:50:24,Traugutta / Koœciuszki,Dworzec G³ówny ,8
112530470,651235,2021-03-04 14:48:33,2021-03-04 14:50:37,pl. Orl¹t Lwowskich,Plac Jana Paw³a II (Akademia Muzyczna),3
112530496,57776,2021-03-04 14:49:00,2021-03-04 14:51:01,Nowowiejska / Górnickiego,Nowowiejska / Górnickiego,3
112528682,57451,2021-03-04 14:09:32,2021-03-04 14:51:02,Kamieñskiego / Jutrosiñska,al. Armii Krajowej / Tarnogajska,42
112529694,650422,2021-03-04 14:32:04,2021-03-04 14:51:04,Œwieradowska / Krynicka,Szewska / Kazimierza Wielkiego ,19
112530196,57675,2021-03-04 14:42:45,2021-03-04 14:51:34,Kamieñskiego / Jutrosiñska,Bezpieczna / Obornicka,9
112529974,650785,2021-03-04 14:37:58,2021-03-04 14:51:49,Powstañcow Œl¹skich / Aleja Hallera,PrzyjaŸni / Karkonoska,14
112529682,650345,2021-03-04 14:31:51,2021-03-04 14:52:14,Fosa Miejska ,Joliot-Curie (Uwr),21
112529997,57809,2021-03-04 14:38:25,2021-03-04 14:52:16,Waloñska (Angel Poland Group),"Dworzec G³ówny, po³udnie",14
112530042,650335,2021-03-04 14:39:16,2021-03-04 14:52:18,Kamieñskiego,So³tysowicka / Redycka,14
112529041,650234,2021-03-04 14:17:03,2021-03-04 14:52:31,Legnicka (Park Magnolia),Popowicka / NiedŸwiedzia ,36
112530458,57094,2021-03-04 14:48:18,2021-03-04 14:52:34,Komandorska / Sanocka,Komandorska / Kamienna,5
112529842,650545,2021-03-04 14:34:57,2021-03-04 14:52:35,Powstañców Œl¹skich (Arkady Wroc³awskie),Dyrekcyjna / Borowska (Wroclavia),18
112530530,650825,2021-03-04 14:49:58,2021-03-04 14:52:38,Moœcickiego (stacja kolejowa),Moœcickiego / Chiñska ,3
112530337,57827,2021-03-04 14:45:48,2021-03-04 14:52:44,Bardzka / Piêkna,Kamienna / Tomaszowska,7
112529969,650822,2021-03-04 14:37:53,2021-03-04 14:52:46,Rondo Reagana,Olszewskiego / Spó³dzielcza,15
112529975,57136,2021-03-04 14:38:00,2021-03-04 14:52:47,Rondo Reagana,Olszewskiego / Spó³dzielcza,15
112529998,57205,2021-03-04 14:38:27,2021-03-04 14:53:21,Waloñska (Angel Poland Group),Plac Dominikañski (Galeria Dominikañska),15
112530240,650105,2021-03-04 14:43:34,2021-03-04 14:53:23,Poza stacj¹,Poza stacj¹,10
112528853,651060,2021-03-04 14:13:02,2021-03-04 14:53:51,Ba³tycka / ¯migrodzka,Poleska / Litewska,41
112530634,650928,2021-03-04 14:52:06,2021-03-04 14:54:45,Leœnica - pêtla tramwajowa,"Wroc³aw Leœnica, stacja kolejowa",3
112528809,57129,2021-03-04 14:12:09,2021-03-04 14:55:02,Drobnera / Dubois,PrzyjaŸni,43
112530019,57490,2021-03-04 14:38:56,2021-03-04 14:55:22,al. Armii Krajowej / Bardzka,"Dworzec G³ówny, po³udnie",17
112530208,57428,2021-03-04 14:43:01,2021-03-04 14:55:29,Poniatowskiego / Oleœnicka,Rondo Reagana,13
112530313,650768,2021-03-04 14:45:07,2021-03-04 14:55:29,Zaporoska / Wielka / Krucza,Powstañców Œl¹skich (Arkady Wroc³awskie),11
112530692,650422,2021-03-04 14:53:25,2021-03-04 14:55:29,Szewska / Kazimierza Wielkiego ,Szewska / Kazimierza Wielkiego ,3
112530656,57895,2021-03-04 14:52:38,2021-03-04 14:55:30,Pereca / Grabiszyñska,"Grochowa / Jemio³owa,",3
112530020,57815,2021-03-04 14:38:56,2021-03-04 14:55:44,"Dworzec G³ówny, po³udnie",M³odych Techników,17
112530494,57003,2021-03-04 14:48:58,2021-03-04 14:55:48,Wyszyñskiego / Szczytnicka,Wita Stwosza / Szewska,7
112530275,650806,2021-03-04 14:44:30,2021-03-04 14:55:57,Nowowiejska / Górnickiego,Piaskowa / œw. Ducha,12
112530524,650074,2021-03-04 14:49:52,2021-03-04 14:56:03,Olszewskiego / Spó³dzielcza,Bacciarellego / pêtla autobusowa,7
112529555,651038,2021-03-04 14:28:43,2021-03-04 14:56:11,Marca Polo (Olimpia Port),Wróblewskiego (ZOO),28
112530258,57955,2021-03-04 14:44:10,2021-03-04 14:56:12,Zwyciêska / Agrestowa,Wa³brzyska - pêtla tramwajowa,13
112530344,650828,2021-03-04 14:45:59,2021-03-04 14:56:14,Dworzec G³ówny ,Plac Dominikañski (Galeria Dominikañska),11
112530421,57121,2021-03-04 14:47:38,2021-03-04 14:56:17,Dyrekcyjna / Borowska (Wroclavia),Plac Koœciuszki (Renoma),9
112530750,650963,2021-03-04 14:54:49,2021-03-04 14:56:50,Œwieradowska / Krynicka,Œwieradowska / Krynicka,3
112530357,57874,2021-03-04 14:46:19,2021-03-04 14:56:53,Zaporoska / Grabiszyñska,Poza stacj¹,11
112530267,651343,2021-03-04 14:44:22,2021-03-04 14:56:54,Szewska / Kazimierza Wielkiego ,Norwida / Wyspiañskiego (PWr),13
112530422,57813,2021-03-04 14:47:39,2021-03-04 14:57:05,Joliot-Curie (Uwr),Traugutta / Pu³askiego,10
112530404,650793,2021-03-04 14:47:21,2021-03-04 14:57:21,Poza stacj¹,Aleja Hallera / Mielecka,10
112530587,57663,2021-03-04 14:51:08,2021-03-04 14:57:57,Plac Legionów,Pereca / Grabiszyñska,7
112530574,57585,2021-03-04 14:50:49,2021-03-04 14:58:02,Plac Legionów,Pereca / Grabiszyñska,8
112530381,57529,2021-03-04 14:46:47,2021-03-04 14:58:31,Pereca / Grabiszyñska,Ko³³¹taja / Podwale,12
112530382,57576,2021-03-04 14:46:48,2021-03-04 14:58:34,Wróblewskiego (ZOO),Plac Powstañców Warszawy (Muzeum Narodowe),12
112530120,650857,2021-03-04 14:41:13,2021-03-04 14:59:28,Jagie³³y / Dmowskiego ,Kamienna / Tomaszowska,19
112530860,57809,2021-03-04 14:57:02,2021-03-04 15:00:19,"Dworzec G³ówny, po³udnie",Gliniana / Gajowa,4
112530637,651217,2021-03-04 14:52:11,2021-03-04 15:00:20,Nowowiejska / Górnickiego,Rondo Reagana,9
112530676,57102,2021-03-04 14:53:10,2021-03-04 15:00:29,Aleja Hallera / Mielecka,Pereca / Grabiszyñska,8
112530878,651357,2021-03-04 14:57:30,2021-03-04 15:00:32,Lotnicza / Na Ostatnim Groszu,Na Ostatnim Groszu,4
112530867,650421,2021-03-04 14:57:13,2021-03-04 15:00:37,Lotnicza / Na Ostatnim Groszu,Na Ostatnim Groszu,4
112530384,57692,2021-03-04 14:46:55,2021-03-04 15:00:40,Koœciuszki / Komuny Paryskiej / Zgodna,"Dworzec G³ówny, po³udnie",14
112529896,57586,2021-03-04 14:36:22,2021-03-04 15:00:43,Grabiszyñska / Stalowa,Plac Dominikañski (Galeria Dominikañska),25
112530413,651306,2021-03-04 14:47:29,2021-03-04 15:01:12,Plac Koœciuszki (Renoma),Poza stacj¹,14
112530782,57410,2021-03-04 14:55:24,2021-03-04 15:01:25,Plac Œwiêtego Macieja / Trzebnicka,Piaskowa / œw. Ducha,7
112530294,650444,2021-03-04 14:44:50,2021-03-04 15:01:32,Poza stacj¹,Poza stacj¹,17
112530301,57068,2021-03-04 14:44:55,2021-03-04 15:01:33,Poza stacj¹,Poza stacj¹,17
112530763,57653,2021-03-04 14:55:08,2021-03-04 15:01:39,Plac Dominikañski (Galeria Dominikañska),Drobnera / Plac Bema,7
112530263,650382,2021-03-04 14:44:17,2021-03-04 15:01:57,Kamienna / Borowska (Aquapark),Dworzec G³ówny ,18
112530690,651076,2021-03-04 14:53:22,2021-03-04 15:02:03,Pereca / Grabiszyñska,Plac Powstañców Œl¹skich,9
112530620,650431,2021-03-04 14:51:51,2021-03-04 15:02:32,Zaporoska / Grabiszyñska,Rynek,11
112530310,650290,2021-03-04 14:45:04,2021-03-04 15:02:57,Grabiszyñska / Aleja Hallera,Skarbowców / Wietrzna,18
112530432,57721,2021-03-04 14:47:45,2021-03-04 15:03:02,al. Armii Krajowej / Borowska,Tarnogajska / Klimasa,16
112530334,650516,2021-03-04 14:45:38,2021-03-04 15:03:06,Plac Powstañców Œl¹skich,Wita Stwosza / Szewska,18
112529714,57654,2021-03-04 14:32:21,2021-03-04 15:03:17,Grabiszyñska / Aleja Hallera,Oporów (pêtla tramwajowa),31
112530742,57742,2021-03-04 14:54:40,2021-03-04 15:04:06,Œwidnicka / Pi³sudskiego (Hotel Scandic),Grabiszyñska / Stalowa,10
112529448,57336,2021-03-04 14:26:16,2021-03-04 15:04:26,Plac Strzegomski / Poznañska,Jagodziñska / Buforowa,39
112530640,650969,2021-03-04 14:52:14,2021-03-04 15:05:07,Zaporoska / Grabiszyñska,Grabiszyñska / Aleja Hallera,13
112531034,650919,2021-03-04 15:01:30,2021-03-04 15:05:09,Legnicka / Zachodnia ,Plac Strzegomski / Poznañska,4
112530641,650227,2021-03-04 14:52:16,2021-03-04 15:05:33,Kraszewskiego / Trzebnicka,Nowowiejska / Wyszyñskiego,14
112530795,650814,2021-03-04 14:55:46,2021-03-04 15:05:39,Na Grobli (PWr - Geocentrum),Fosa Miejska ,10
112530168,651370,2021-03-04 14:42:08,2021-03-04 15:06:10,Poza stacj¹,Poza stacj¹,25
112531109,650246,2021-03-04 15:02:35,2021-03-04 15:06:17,Czekoladowa / Wa³brzyska,Wa³brzyska - pêtla tramwajowa,4
112530680,57239,2021-03-04 14:53:13,2021-03-04 15:06:36,Zaporoska / Grabiszyñska,Plac Dominikañski (Galeria Dominikañska),14
112530652,650967,2021-03-04 14:52:35,2021-03-04 15:06:52,Bardzka (cmentarz),Jagodziñska / Buforowa,15
112530762,57884,2021-03-04 14:55:06,2021-03-04 15:07:12,Koœciuszki / Komuny Paryskiej / Zgodna,Szewska / Kazimierza Wielkiego ,13
112530914,57468,2021-03-04 14:58:20,2021-03-04 15:07:40,"Kosmonautów / Fieldorfa, szpital wojewódzki",Wojanowska / Arbuzowa ,10
112530975,57428,2021-03-04 14:59:35,2021-03-04 15:07:42,Rondo Reagana,Sienkiewicza / Wyszyñskiego,9
112530979,650098,2021-03-04 14:59:46,2021-03-04 15:07:45,Norwida / Wyspiañskiego (PWr),Plac Dominikañski (Galeria Dominikañska),8
112531069,57545,2021-03-04 15:02:04,2021-03-04 15:08:04,Piaskowa / œw. Ducha,Traugutta / Pu³askiego,6
112530780,57111,2021-03-04 14:55:22,2021-03-04 15:08:14,Plac Grunwaldzki (DS O³ówek),Partyzantów / Okrzei,13
112530786,650105,2021-03-04 14:55:34,2021-03-04 15:08:20,Poza stacj¹,Wa³brzyska - pêtla tramwajowa,13
112530600,650184,2021-03-04 14:51:27,2021-03-04 15:08:37,Zaporoska / Grabiszyñska,Plac Œwiêtego Macieja / Trzebnicka,18
112530808,57418,2021-03-04 14:56:03,2021-03-04 15:08:44,Rynek,pl. Powstañców Wielkopolskich,13
112531272,57796,2021-03-04 15:05:36,2021-03-04 15:08:50,Plac Grunwaldzki / Polaka,Janiszewskiego (PWr),4
112530894,650655,2021-03-04 14:57:53,2021-03-04 15:09:05,Kutrzeby / Hubala,Œlê¿na / pêtla tramwajowa,12
112531107,651099,2021-03-04 15:02:34,2021-03-04 15:09:08,Gorlicka / Litewska,Kie³czowska,7
112530772,650593,2021-03-04 14:55:14,2021-03-04 15:09:12,Poza stacj¹,Plac Jana Paw³a II (Akademia Muzyczna),14
112530673,650163,2021-03-04 14:53:09,2021-03-04 15:09:17,Hubska / Prudnicka,Plac Koœciuszki (Renoma),17
112530686,57972,2021-03-04 14:53:21,2021-03-04 15:09:21,Hubska / Prudnicka,Plac Koœciuszki (Renoma),16
112530670,57282,2021-03-04 14:53:05,2021-03-04 15:09:33,Komandorska / Kamienna,Bardzka (cmentarz),17
112531105,650508,2021-03-04 15:02:32,2021-03-04 15:09:53,Graniczna / Strzegomska,Strzegomska / Estoñska,8
112531276,650960,2021-03-04 15:05:38,2021-03-04 15:09:58,Olszewskiego / Spó³dzielcza,Wróblewskiego (Teki),5
112531114,57843,2021-03-04 15:02:37,2021-03-04 15:09:59,"Dworzec G³ówny, po³udnie",Komandorska / Kamienna,8
112531477,651121,2021-03-04 15:09:14,2021-03-04 15:10:02,Drobnera / Dubois,Drobnera / Dubois,1
112531111,57661,2021-03-04 15:02:35,2021-03-04 15:10:03,Dworzec G³ówny ,Powstañców Œl¹skich (Arkady Wroc³awskie),8
112531543,57683,2021-03-04 15:10:35,2021-03-04 15:10:48,¯ernicka,¯ernicka,1
112530595,57873,2021-03-04 14:51:21,2021-03-04 15:11:00,Plac Staszica,Szczêœliwa (Sky Tower),20
112530667,650555,2021-03-04 14:53:03,2021-03-04 15:11:18,Bezpieczna / Obornicka,Legnicka / Wejherowska,19
112531373,650437,2021-03-04 15:07:08,2021-03-04 15:11:19,Plac Legionów,Plac Legionów,5
112530959,651297,2021-03-04 14:59:15,2021-03-04 15:11:47,¯migrodzka / Broniewskiego,Plac Uniwersytecki (UWr),13
112530946,57340,2021-03-04 14:58:50,2021-03-04 15:12:21,Grabiszyñska / Stalowa,Kazimierza Wielkiego (Helios),14
112531281,57020,2021-03-04 15:05:45,2021-03-04 15:12:42,Hubska / Prudnicka,"Dworzec G³ówny, po³udnie",7
112531474,650661,2021-03-04 15:09:11,2021-03-04 15:12:51,Wyszyñskiego / Szczytnicka,Piaskowa / œw. Ducha,4
112530879,57734,2021-03-04 14:57:35,2021-03-04 15:13:11,Fosa Miejska ,Sienkiewicza / Wyszyñskiego,16
112531602,650479,2021-03-04 15:11:35,2021-03-04 15:13:35,Gorlicka/Stanety,Gorlicka/Stanety,2
112530626,651388,2021-03-04 14:51:55,2021-03-04 15:13:48,Olszewskiego / Spó³dzielcza,al. Brücknera / Kwidzyñska,22
112531223,651056,2021-03-04 15:04:31,2021-03-04 15:13:52,Plac Powstañców Warszawy (Muzeum Narodowe),Nowowiejska / Wyszyñskiego,10
112530853,57699,2021-03-04 14:56:53,2021-03-04 15:14:28,Pi³sudskiego 13 od Jump Hall,Plac Jana Paw³a II (Akademia Muzyczna),18
112531752,57176,2021-03-04 15:14:43,2021-03-04 15:14:50,Plac Jana Paw³a II (Akademia Muzyczna),Plac Jana Paw³a II (Akademia Muzyczna),1
112531625,650673,2021-03-04 15:11:58,2021-03-04 15:15:07,Szczêœliwa (Sky Tower),Plac Powstañców Œl¹skich,4
112531146,651071,2021-03-04 15:03:14,2021-03-04 15:15:13,Plac Powstañców Warszawy (Muzeum Narodowe),Plac Powstañców Warszawy (Muzeum Narodowe),12
112531463,57076,2021-03-04 15:08:54,2021-03-04 15:15:13,Rynek,Plac Jana Paw³a II (Akademia Muzyczna),7
112531240,57373,2021-03-04 15:04:51,2021-03-04 15:15:16,Kazimierza Wielkiego (Helios),pl. Powstañców Wielkopolskich,11
112531424,650068,2021-03-04 15:08:01,2021-03-04 15:15:29,Strzegomska / Estoñska,Graniczna / Strzegomska,8
112530715,57429,2021-03-04 14:54:02,2021-03-04 15:15:33,Zaporoska / Wielka / Krucza,Powstañców Œl¹skich (Arkady Wroc³awskie),22
112531513,650422,2021-03-04 15:09:48,2021-03-04 15:16:04,Poza stacj¹,Poza stacj¹,7
112531421,650216,2021-03-04 15:07:53,2021-03-04 15:16:40,al. Armii Krajowej / Borowska,Powstañców Œl¹skich (Arkady Wroc³awskie),9
112531349,651244,2021-03-04 15:06:42,2021-03-04 15:16:50,Plac Powstañców Warszawy (Muzeum Narodowe),Piaskowa / œw. Ducha,11
112531537,650828,2021-03-04 15:10:26,2021-03-04 15:16:55,Plac Dominikañski (Galeria Dominikañska),Koœciuszki / Pu³askiego,7
112531204,651239,2021-03-04 15:04:15,2021-03-04 15:17:07,Sienkiewicza / Wyszyñskiego,Dworzec G³ówny ,13
112531551,650596,2021-03-04 15:10:41,2021-03-04 15:17:13,Pereca / Grabiszyñska,Œwidnicka / Pi³sudskiego (Hotel Scandic),7
112531563,57816,2021-03-04 15:10:54,2021-03-04 15:17:14,Plac Dominikañski (Galeria Dominikañska),Waloñska (Angel Poland Group),7
112530873,650231,2021-03-04 14:57:23,2021-03-04 15:17:23,Nyska / Jesionowa,Drobnera / Plac Bema,20
112531658,650105,2021-03-04 15:12:46,2021-03-04 15:17:44,Wa³brzyska - pêtla tramwajowa,Poza stacj¹,5
112531265,57742,2021-03-04 15:05:28,2021-03-04 15:17:48,Grabiszyñska / Stalowa,Pereca / Grabiszyñska,13
112531141,57355,2021-03-04 15:03:08,2021-03-04 15:18:15,"Dworzec G³ówny, po³udnie",Pi³awska,16
112531050,650093,2021-03-04 15:01:42,2021-03-04 15:18:25,Stacyjna (Dworzec Miko³ajów),Stacyjna (Dworzec Miko³ajów),17
112531726,57175,2021-03-04 15:14:20,2021-03-04 15:18:28,Poza stacj¹,Radeckiego / Marcinkowskiego (Uniw. Medyczny - CNIM),5
112528541,57908,2021-03-04 14:06:37,2021-03-04 15:19:15,Œlê¿na / Aleja Wiœniowa,Œwidnicka / Pi³sudskiego (Hotel Scandic),73
112531078,650444,2021-03-04 15:02:09,2021-03-04 15:19:35,Poza stacj¹,Drobnera / Dubois,18
112531075,57068,2021-03-04 15:02:07,2021-03-04 15:19:39,Poza stacj¹,Drobnera / Dubois,18
112531305,650227,2021-03-04 15:06:08,2021-03-04 15:20:11,Nowowiejska / Wyszyñskiego,Radeckiego / Marcinkowskiego (Uniw. Medyczny - CNIM),15
112531174,57863,2021-03-04 15:03:42,2021-03-04 15:20:35,Poza stacj¹,al. Armii Krajowej / Bardzka,17
112531597,650066,2021-03-04 15:11:33,2021-03-04 15:20:39,Legnicka / Wejherowska,Drzewieckiego / Dedala,10
112531741,650985,2021-03-04 15:14:32,2021-03-04 15:20:55,Grabiszyñska / Aleja Hallera,Grabiszyñska / Stalowa,7
112531801,57132,2021-03-04 15:15:33,2021-03-04 15:20:57,Plac Jana Paw³a II (Akademia Muzyczna),Pi³sudskiego 13 od Jump Hall,6
112531539,650840,2021-03-04 15:10:28,2021-03-04 15:21:04,Zaporoska / Grabiszyñska,"Dworzec G³ówny, po³udnie",11
112530418,650226,2021-03-04 14:47:33,2021-03-04 15:21:28,Centrum Handlowe Auchan Bielany,Dworzec G³ówny ,34
112531352,57060,2021-03-04 15:06:45,2021-03-04 15:21:37,Legnicka / Wejherowska,Kleciñska / Duñska,15
112531338,57629,2021-03-04 15:06:34,2021-03-04 15:21:58,Legnicka / Wejherowska,Kleciñska / Duñska,16
112531136,57989,2021-03-04 15:02:59,2021-03-04 15:22:08,Œwieradowska (Ferio Gaj ),Kutrzeby / Hubala,20
112531645,650690,2021-03-04 15:12:29,2021-03-04 15:22:23,Plac Grunwaldzki / Polaka,Rondo Reagana,10
112531354,57383,2021-03-04 15:06:47,2021-03-04 15:22:25,Bezpieczna / Obornicka,Rynek,16
112531618,650619,2021-03-04 15:11:47,2021-03-04 15:22:38,Œwidnicka / Pi³sudskiego (Hotel Scandic),Grabiszyñska / Stalowa,11
112531396,650804,2021-03-04 15:07:31,2021-03-04 15:22:43,Koœciuszki / Pu³askiego,Zaporoska / Wielka / Krucza,16
112531857,651237,2021-03-04 15:17:01,2021-03-04 15:22:55,Borowska (Uniw. Szpital Kliniczny),al. Armii Krajowej / Borowska,6
112530981,57094,2021-03-04 14:59:51,2021-03-04 15:23:20,Komandorska / Kamienna,Pi³awska,24
112530539,57749,2021-03-04 14:50:05,2021-03-04 15:23:24,al. Karkonoska / JeŸdziecka,Plac Koœciuszki (Renoma),34
112531688,57813,2021-03-04 15:13:34,2021-03-04 15:23:29,Traugutta / Pu³askiego,Rondo Reagana,10
112530555,57479,2021-03-04 14:50:21,2021-03-04 15:23:30,al. Karkonoska / JeŸdziecka,Plac Koœciuszki (Renoma),34
112531353,651370,2021-03-04 15:06:46,2021-03-04 15:23:34,Poza stacj¹,Poza stacj¹,17
112529414,650141,2021-03-04 14:25:29,2021-03-04 15:23:35,Bezpieczna / Obornicka,Bezpieczna / Obornicka,59
112531512,57418,2021-03-04 15:09:48,2021-03-04 15:23:42,pl. Powstañców Wielkopolskich,Promenady Wroc³awskie,14
112531785,651111,2021-03-04 15:15:17,2021-03-04 15:23:52,Plac Powstañców Œl¹skich,Aleja Hallera / Mielecka,9
112531521,650626,2021-03-04 15:09:57,2021-03-04 15:23:54,pl. Powstañców Wielkopolskich,Promenady Wroc³awskie,14
112532173,651360,2021-03-04 15:23:54,2021-03-04 15:24:04,pl. Orl¹t Lwowskich,pl. Orl¹t Lwowskich,1
